+---------------------------------+----------------+----------+
|              Title              |   Importance   |   Fine   |
+---------------------------------+----------------+----------+
| Fundation                       | 0x00000003( 0) |        0 |
| Fundation                       | 0x00000005( 1) |      276 |
| Fundation                       | 0x00000006( 0) |        0 |
| Fundation                       | 0x00000009( 2) |      552 |
| Fundation                       | 0x0000000a( 1) |      276 |
| Fundation                       | 0x0000000c( 0) |        0 |
| Fundation                       | 0x00000011( 3) |      828 |
| Fundation                       | 0x00000012( 2) |      552 |
| Fundation                       | 0x00000014( 1) |      276 |
| Fundation                       | 0x00000018( 0) |        0 |
| Fundation                       | 0x00000021( 4) |     1104 |
| Fundation                       | 0x00000022( 3) |      828 |
| Fundation                       | 0x00000024( 2) |      552 |
| Fundation                       | 0x00000028( 1) |      276 |
| Fundation                       | 0x00000030( 0) |        0 |
| Fundation                       | 0x00000041( 5) |     1380 |
| Fundation                       | 0x00000042( 4) |     1104 |
| Fundation                       | 0x00000044( 3) |      828 |
| Fundation                       | 0x00000048( 2) |      552 |
| Fundation                       | 0x00000050( 1) |      276 |
| Fundation                       | 0x00000060( 0) |        0 |
| Fundation                       | 0x00000081( 6) |     1656 |
| Fundation                       | 0x00000082( 5) |     1380 |
| Fundation                       | 0x00000084( 4) |     1104 |
| Fundation                       | 0x00000088( 3) |      828 |
| Fundation                       | 0x00000090( 2) |      552 |
| Fundation                       | 0x000000a0( 1) |      276 |
| Fundation                       | 0x000000c0( 0) |        0 |
| Fundation                       | 0x00000101( 7) |     1932 |
| Fundation                       | 0x00000102( 6) |     1656 |
| Fundation                       | 0x00000104( 5) |     1380 |
| Fundation                       | 0x00000108( 4) |     1104 |
| Fundation                       | 0x00000110( 3) |      828 |
| Fundation                       | 0x00000120( 2) |      552 |
| Fundation                       | 0x00000140( 1) |      276 |
| Fundation                       | 0x00000180( 0) |        0 |
| Fundation                       | 0x00000201( 8) |     2208 |
| Fundation                       | 0x00000202( 7) |     1932 |
| Fundation                       | 0x00000204( 6) |     1656 |
| Fundation                       | 0x00000208( 5) |     1380 |
| Fundation                       | 0x00000210( 4) |     1104 |
| Fundation                       | 0x00000220( 3) |      828 |
| Fundation                       | 0x00000240( 2) |      552 |
| Fundation                       | 0x00000280( 1) |      276 |
| Fundation                       | 0x00000300( 0) |        0 |
| Fundation                       | 0x00000401( 9) |     2484 |
| Fundation                       | 0x00000402( 8) |     2208 |
| Fundation                       | 0x00000404( 7) |     1932 |
| Fundation                       | 0x00000408( 6) |     1656 |
| Fundation                       | 0x00000410( 5) |     1380 |
| Fundation                       | 0x00000420( 4) |     1104 |
| Fundation                       | 0x00000440( 3) |      828 |
| Fundation                       | 0x00000480( 2) |      552 |
| Fundation                       | 0x00000500( 1) |      276 |
| Fundation                       | 0x00000600( 0) |        0 |
| Fundation                       | 0x00000801(10) |     2760 |
| Fundation                       | 0x00000802( 9) |     2484 |
| Fundation                       | 0x00000804( 8) |     2208 |
| Fundation                       | 0x00000808( 7) |     1932 |
| Fundation                       | 0x00000810( 6) |     1656 |
| Fundation                       | 0x00000820( 5) |     1380 |
| Fundation                       | 0x00000840( 4) |     1104 |
| Fundation                       | 0x00000880( 3) |      828 |
| Fundation                       | 0x00000900( 2) |      552 |
| Fundation                       | 0x00000a00( 1) |      276 |
| Fundation                       | 0x00000c00( 0) |        0 |
| Fundation                       | 0x00001001(11) |     3036 |
| Fundation                       | 0x00001002(10) |     2760 |
| Fundation                       | 0x00001004( 9) |     2484 |
| Fundation                       | 0x00001008( 8) |     2208 |
| Fundation                       | 0x00001010( 7) |     1932 |
| Fundation                       | 0x00001020( 6) |     1656 |
| Fundation                       | 0x00001040( 5) |     1380 |
| Fundation                       | 0x00001080( 4) |     1104 |
| Fundation                       | 0x00001100( 3) |      828 |
| Fundation                       | 0x00001200( 2) |      552 |
| Fundation                       | 0x00001400( 1) |      276 |
| Fundation                       | 0x00001800( 0) |        0 |
| Fundation                       | 0x00002001(12) |     3312 |
| Fundation                       | 0x00002002(11) |     3036 |
| Fundation                       | 0x00002004(10) |     2760 |
| Fundation                       | 0x00002008( 9) |     2484 |
| Fundation                       | 0x00002010( 8) |     2208 |
| Fundation                       | 0x00002020( 7) |     1932 |
| Fundation                       | 0x00002040( 6) |     1656 |
| Fundation                       | 0x00002080( 5) |     1380 |
| Fundation                       | 0x00002100( 4) |     1104 |
| Fundation                       | 0x00002200( 3) |      828 |
| Fundation                       | 0x00002400( 2) |      552 |
| Fundation                       | 0x00002800( 1) |      276 |
| Fundation                       | 0x00003000( 0) |        0 |
| Fundation                       | 0x00004001(13) |     3588 |
| Fundation                       | 0x00004002(12) |     3312 |
| Fundation                       | 0x00004004(11) |     3036 |
| Fundation                       | 0x00004008(10) |     2760 |
| Fundation                       | 0x00004010( 9) |     2484 |
| Fundation                       | 0x00004020( 8) |     2208 |
| Fundation                       | 0x00004040( 7) |     1932 |
| Fundation                       | 0x00004080( 6) |     1656 |
| Fundation                       | 0x00004100( 5) |     1380 |
| Fundation                       | 0x00004200( 4) |     1104 |
| Fundation                       | 0x00004400( 3) |      828 |
| Fundation                       | 0x00004800( 2) |      552 |
| Fundation                       | 0x00005000( 1) |      276 |
| Fundation                       | 0x00006000( 0) |        0 |
| Fundation                       | 0x00008001(14) |     3864 |
| Fundation                       | 0x00008002(13) |     3588 |
| Fundation                       | 0x00008004(12) |     3312 |
| Fundation                       | 0x00008008(11) |     3036 |
| Fundation                       | 0x00008010(10) |     2760 |
| Fundation                       | 0x00008020( 9) |     2484 |
| Fundation                       | 0x00008040( 8) |     2208 |
| Fundation                       | 0x00008080( 7) |     1932 |
| Fundation                       | 0x00008100( 6) |     1656 |
| Fundation                       | 0x00008200( 5) |     1380 |
| Fundation                       | 0x00008400( 4) |     1104 |
| Fundation                       | 0x00008800( 3) |      828 |
| Fundation                       | 0x00009000( 2) |      552 |
| Fundation                       | 0x0000a000( 1) |      276 |
| Fundation                       | 0x0000c000( 0) |        0 |
| Fundation                       | 0x00010001(15) |     4140 |
| Fundation                       | 0x00010002(14) |     3864 |
| Fundation                       | 0x00010004(13) |     3588 |
| Fundation                       | 0x00010008(12) |     3312 |
| Fundation                       | 0x00010010(11) |     3036 |
| Fundation                       | 0x00010020(10) |     2760 |
| Fundation                       | 0x00010040( 9) |     2484 |
| Fundation                       | 0x00010080( 8) |     2208 |
| Fundation                       | 0x00010100( 7) |     1932 |
| Fundation                       | 0x00010200( 6) |     1656 |
| Fundation                       | 0x00010400( 5) |     1380 |
| Fundation                       | 0x00010800( 4) |     1104 |
| Fundation                       | 0x00011000( 3) |      828 |
| Fundation                       | 0x00012000( 2) |      552 |
| Fundation                       | 0x00014000( 1) |      276 |
| Fundation                       | 0x00018000( 0) |        0 |
| Fundation                       | 0x00020001(16) |     4416 |
| Fundation                       | 0x00020002(15) |     4140 |
| Fundation                       | 0x00020004(14) |     3864 |
| Fundation                       | 0x00020008(13) |     3588 |
| Fundation                       | 0x00020010(12) |     3312 |
| Fundation                       | 0x00020020(11) |     3036 |
| Fundation                       | 0x00020040(10) |     2760 |
